id,grocery,thumbnail,stock,price
938,Tart - Raisin And Pecan,http://dummyimage.com/239x100.png/ff4444/ffffff,86,4
939,Squid - U 5,http://dummyimage.com/129x100.png/dddddd/000000,63,7
940,Capers - Pickled,http://dummyimage.com/243x100.png/dddddd/000000,55,9
941,Pork - Ham Hocks - Smoked,http://dummyimage.com/245x100.png/5fa2dd/ffffff,22,11
942,Lidsoupcont Rp12dn,http://dummyimage.com/148x100.png/5fa2dd/ffffff,51,10
943,Ecolab Digiclean Mild Fm,http://dummyimage.com/115x100.png/ff4444/ffffff,13,7
944,Peach - Fresh,http://dummyimage.com/156x100.png/ff4444/ffffff,26,4
945,"Soup - French Onion, Dry",http://dummyimage.com/162x100.png/dddddd/000000,29,12
946,"Jam - Marmalade, Orange",http://dummyimage.com/109x100.png/dddddd/000000,61,3
947,Latex Rubber Gloves Size 9,http://dummyimage.com/176x100.png/dddddd/000000,75,4
948,Puree - Strawberry,http://dummyimage.com/184x100.png/cc0000/ffffff,32,11
949,Sauce Tomato Pouch,http://dummyimage.com/101x100.png/dddddd/000000,25,9
950,"Gin - Gilbeys London, Dry",http://dummyimage.com/246x100.png/cc0000/ffffff,86,8
951,"Pepper - Chipotle, Canned",http://dummyimage.com/202x100.png/dddddd/000000,65,11
952,"Roe - Lump Fish, Red",http://dummyimage.com/119x100.png/5fa2dd/ffffff,72,7
953,Cleaner - Lime Away,http://dummyimage.com/175x100.png/ff4444/ffffff,69,4
954,Scrubbie - Scotchbrite Hand Pad,http://dummyimage.com/232x100.png/dddddd/000000,22,6
955,Truffle Cups Green,http://dummyimage.com/232x100.png/dddddd/000000,52,8
956,Glass Clear 7 Oz Xl,http://dummyimage.com/245x100.png/dddddd/000000,24,6
957,Soup - Cream Of Potato / Leek,http://dummyimage.com/219x100.png/5fa2dd/ffffff,65,3
958,Sprouts - China Rose,http://dummyimage.com/188x100.png/ff4444/ffffff,35,7
959,Straws - Cocktale,http://dummyimage.com/146x100.png/dddddd/000000,35,10
960,Smoked Paprika,http://dummyimage.com/121x100.png/5fa2dd/ffffff,20,10
961,Scotch - Queen Anne,http://dummyimage.com/120x100.png/ff4444/ffffff,47,4
962,Rambutan,http://dummyimage.com/194x100.png/cc0000/ffffff,10,6
963,Horseradish - Prepared,http://dummyimage.com/169x100.png/dddddd/000000,69,3
964,Cheese - Ermite Bleu,http://dummyimage.com/216x100.png/ff4444/ffffff,9,9
965,"Wine - Cahors Ac 2000, Clos",http://dummyimage.com/194x100.png/5fa2dd/ffffff,55,3
966,Lime Cordial - Roses,http://dummyimage.com/155x100.png/cc0000/ffffff,59,3
967,"Tart Shells - Sweet, 2",http://dummyimage.com/248x100.png/cc0000/ffffff,35,12
968,Pepper - Green,http://dummyimage.com/179x100.png/dddddd/000000,70,6
969,Leeks - Large,http://dummyimage.com/121x100.png/cc0000/ffffff,49,9
970,Cape Capensis - Fillet,http://dummyimage.com/232x100.png/ff4444/ffffff,58,8
971,Creme De Banane - Marie,http://dummyimage.com/218x100.png/cc0000/ffffff,57,6
972,"Wine - White, Lindemans Bin 95",http://dummyimage.com/115x100.png/ff4444/ffffff,17,7
973,Extract - Lemon,http://dummyimage.com/228x100.png/dddddd/000000,49,10
974,"Soup - Canadian Pea, Dry Mix",http://dummyimage.com/229x100.png/dddddd/000000,52,10
975,Tomatoes - Hot House,http://dummyimage.com/244x100.png/cc0000/ffffff,68,9
976,Momiji Oroshi Chili Sauce,http://dummyimage.com/225x100.png/dddddd/000000,52,9
977,Pails With Lids,http://dummyimage.com/189x100.png/cc0000/ffffff,58,3
978,Radish - Pickled,http://dummyimage.com/233x100.png/cc0000/ffffff,42,7
979,Pasta - Canelloni,http://dummyimage.com/230x100.png/ff4444/ffffff,48,4
980,Foie Gras,http://dummyimage.com/162x100.png/dddddd/000000,64,11
981,Icecream - Dstk Strw Chseck,http://dummyimage.com/110x100.png/ff4444/ffffff,25,4
982,Bacardi Limon,http://dummyimage.com/175x100.png/5fa2dd/ffffff,65,4
983,Sage - Ground,http://dummyimage.com/115x100.png/5fa2dd/ffffff,47,9
984,Chinese Foods - Chicken Wing,http://dummyimage.com/111x100.png/5fa2dd/ffffff,57,4
985,Juice - Lagoon Mango,http://dummyimage.com/209x100.png/cc0000/ffffff,31,4
986,Pear - Halves,http://dummyimage.com/241x100.png/ff4444/ffffff,43,6
987,Skirt - 29 Foot,http://dummyimage.com/234x100.png/dddddd/000000,82,8
988,Pepper - Pablano,http://dummyimage.com/109x100.png/dddddd/000000,38,3
989,"Crab - Claws, Snow 16 - 24",http://dummyimage.com/107x100.png/dddddd/000000,40,9
990,Muffin Batt - Carrot Spice,http://dummyimage.com/249x100.png/5fa2dd/ffffff,88,6
991,Veal - Bones,http://dummyimage.com/246x100.png/dddddd/000000,43,10
992,Yokaline,http://dummyimage.com/246x100.png/dddddd/000000,33,7
993,Curry Powder Madras,http://dummyimage.com/122x100.png/dddddd/000000,71,5
994,Bread - Focaccia Quarter,http://dummyimage.com/108x100.png/ff4444/ffffff,30,4
995,Table Cloth 54x54 White,http://dummyimage.com/204x100.png/5fa2dd/ffffff,25,9
996,Liqueur - Melon,http://dummyimage.com/238x100.png/dddddd/000000,67,4
997,"Beans - Turtle, Black, Dry",http://dummyimage.com/115x100.png/ff4444/ffffff,35,3
998,Cocktail Napkin Blue,http://dummyimage.com/230x100.png/dddddd/000000,76,6
999,Lettuce - Arugula,http://dummyimage.com/107x100.png/5fa2dd/ffffff,76,7
1000,Lettuce - Baby Salad Greens,http://dummyimage.com/217x100.png/ff4444/ffffff,51,10
